Body ID,articleBody
1069,"Standing on the River Thames in the south east of the island of Great Britain , London has been a major settlement for two millennia ."
1070,"According to the United States Federal Bureau of Investigation  ( FBI )  , a hate group 's `` primary purpose is to promote animosity , hostility , and malice against persons belonging to a race , religion , disability , sexual orientation , or ethnicity/national origin which differs from that of the members of the organization . ''"
1071,"Tanzania  [ ˌtænzəˈniːə ]  , officially the United Republic of Tanzania  ( Jamhuri ya Muungano wa Tanzania )  , is a country in Eastern Africa within the African Great Lakes region ."
1072,"`` Radioactive '' is a song by American rock band Imagine Dragons for their major-label debut EP Continued Silence and later on their debut studio album , Night Visions  ( 2012 )  , as the opening track ."
1073,"Charles Marie de La Condamine  ( 28 January 1701 -- 13 February 1774 )  was a French explorer , geographer , and mathematician ."
1074,"Caryn Elaine Johnson  ( born November 13 , 1955 )  , known professionally as Whoopi Goldberg  (  [ ˈwhʊpi ]  )  , is an American actress , comedian , author and television host ."
1075,"In 2015 , Down syndrome was present in 5.4 million individuals and resulted in 27,000 deaths down from 43,000 deaths in 1990 ."
1076,"The songs can be sequential , or by beatmatching the songs and creating overlaps and fades between the end of one song and the beginning of another the tape may become a seamless whole ."
1077,"Soundgarden is an American rock band formed in Seattle , Washington , in 1984 by singer and rhythm guitarist Chris Cornell , lead guitarist Kim Thayil , and bassist Hiro Yamamoto ."
1078,"Snowden is a 2016 American-German biographical political thriller film directed by Oliver Stone and written by Stone and Kieran Fitzgerald , based on the books The Snowden Files by Luke Harding and Time of the Octopus by Anatoly Kucherena ."
1079,"The film was widely acclaimed by critics , who praised the animation 's technical innovation , the wit and thematic sophistication of the screenplay , and the performances of Hanks and Allen ."
1080,"Born and raised in the Southeastern United States , Turner relinquished her American citizenship after obtaining Swiss citizenship in 2013 ."
1081,"He is Journey 's last original constant member , having participated in every album and tour to date ."
1082,"Robert Sylvester Kelly  ( born January 8 , 1967 )  , known professionally as R. Kelly , is an American singer , songwriter , record producer , and former professional basketball player ."
1083,"He has won seven times on the PGA Tour , with these wins spanning over 12 years ."
1084,"Except in military defence and foreign affairs , Hong Kong maintains its independent executive , legislative and judiciary powers ."
1085,"The Crazies is a 2010 American science fiction horror film directed by Breck Eisner , with a screenplay by Scott Kosar and Ray Wright ."
1086,"Adapted from the 1997 short story of the same name by Annie Proulx , the screenplay was written by Ossana and Larry McMurtry ."
1087,"Simpson attended the University of Southern California  ( USC )  , where he played college football for the USC Trojans and won the Heisman Trophy in 1968 ."
1088,"John Winston Ono Lennon ,  ( born John Winston Lennon ; 9 October 19408 December 1980 )  was an English guitarist , singer , and songwriter who co-founded the Beatles , the most commercially successful and musically influential band in the history of popular music ."
1089,"New Orleans is located in southeastern Louisiana , straddling the Mississippi River ."
1090,"She attended Brigham Young University  ( BYU )  , married Mitt Romney in 1969 , and in 1975 received a Bachelor of Arts degree in French ."
1091,"A Perfect Circle has released three albums : their debut Mer de Noms in 2000 , a follow up , Thirteenth Step in 2003 , and an album of cover songs titled Emotive in 2004 ."
1092,"Known alternatively in South West England as Duke of Cornwall and in Scotland as Duke of Rothesay , he is the longest-serving heir apparent in British history , having held the position since 1952 ."
1093,"Gwen Renée Stefani  (  [ gwɛn ˈstəˈfɑːni ]  born October 3 , 1969 )  is an American singer , songwriter , fashion designer , actress , and television personality ."
1094,She won the BAFTA Rising Star Award in 2010 and was awarded the Milan International Film Festival Award for Best Actress in 2011 for Welcome to the Rileys  ( 2010 )  .
1095,"Jessica Phyllis Lange  (  [ læŋ ]  born April 20 , 1949 )  is an American actress who has received worldwide acclaim for her work in film , theater , and television ."
1096,"He is known as `` the founder of modern neurology '' , and his name has been associated with at least 15 medical eponyms , including Charcot -- Marie -- Tooth disease and Charcot disease  ( better known as amyotrophic lateral sclerosis , motor neurone disease , or Lou Gehrig disease )  ."
1097,Caryn Mandabach is an American television producer .
1098,"The film stars the voices of Jay Baruchel , Gerard Butler , Craig Ferguson , America Ferrera , Jonah Hill , T.J. Miller , Kristen Wiig , and Christopher Mintz-Plasse ."
1099,"`` Do n't Let Me Down '' became their first top 5 single there and won the Grammy Award for Best Dance Recording at the 59th awards ceremony , while `` Closer '' became their first number-one single on the chart ."
1100,"She began her career with television guest appearances , and made her feature film debut in Lassie  ( 1994 )  , which earned her a Youth in Film nomination ."
1101,Chris Hemsworth  ( born 11 August 1983 )  is an Australian actor .
1102,Keenan is also the lead singer of A Perfect Circle .
1103,"It was released as the album 's second single on November 29 , 1994 , by Maverick Records ."
1104,"Tupac Amaru Shakur  (  [ ˈtuːpɑːk ʃəˈkʊər ]  ; born Lesane Parish Crooks ; June 16 , 1971September 13 , 1996 )  , also known by his stage names 2Pac , Makaveli , and Pac , was an American rapper , record producer , actor , and poet ."
1105,"Willie Hugh Nelson  ( born April 29 , 1933 )  is an American musician , singer , songwriter , author , poet , actor , and activist ."
1106,"In 1995 , Hawke first appeared in Richard Linklater 's romance trilogy , co-starring opposite Julie Delpy in Before Sunrise , and later in its sequels Before Sunset  ( 2004 )  and Before Midnight  ( 2013 )  , all of which met with critical acclaim ."
1107,"She made her professional acting debut as Arya Stark in the HBO fantasy television series Game of Thrones in 2011 , for which she won the EWwy Award for Best Supporting Actress in a Drama , the Portal Award for Best Supporting Actress -- Television and Best Young Actor , and the Saturn Award for Best Performance by a Younger Actor ."
1108,The United Nations  ( UN )  is an intergovernmental organization to promote international co-operation and to create and maintain international order .
1109,"An ethnic Hungarian , she was born and raised in Novi Sad , SFR Yugoslavia ."
1110,"Alicia Silverstone  (  [ æˈliːsiə ˈsɪlvəstoʊn ]  born October 4 , 1976 )  is an American actress , producer , author , and activist ."
1111,"Michael Edward `` Mike '' Love  ( born March 15 , 1941 )  is an American singer , songwriter , musician , and activist who co-founded the Beach Boys ."
1112,"Liana Daine Liberato  ( born August 20 , 1995 )  is an American television and film actress ."
1113,"Istanbul is a transcontinental city in Eurasia , straddling the Bosphorus strait  ( which separates Europe and Asia )  between the Sea of Marmara and the Black Sea ."
1114,Suicide Kings is a 1997 American mystery crime film based on Don Stanford 's short story The Hostage and directed by Peter O'Fallon .
1115,"He is known for his slapstick humor in film , television , stage and radio ."
1116,"Through his young adult years , Barbera lived , attended college , and began his career in New York City ."
1117,"Albert Arnold Gore Jr.  ( born March 31 , 1948 )  is an American politician and environmentalist who served as the 45th Vice President of the United States from 1993 to 2001 under President Bill Clinton ."
1118,It shares land borders with India and Myanmar  ( Burma )  .
1119,"MacFarlane is the creator of the TV series Family Guy  ( 1999 -- 2003 , 2005 -- present )  , co-creator of the TV series American Dad !"
1120,He played his entire 20-year career with the Los Angeles Lakers of the National Basketball Association  ( NBA )  .
1121,"Founded in 1905 , the club 's home ground since then has been Stamford Bridge ."
1122,"The name Minneapolis is attributed to Charles Hoag , the city 's first schoolteacher , who combined mni , a Dakota Sioux word for water , and polis , the Greek word for city ."
1123,"Jermaine Lamarr Cole  ( born January 28 , 1985 )  , better known by his stage name J. Cole , is an American hip hop recording artist and record producer ."
1124,"The tenth series of the British science fiction television programme Doctor Who premiered on 15 April 2017 and is set to consist of twelve episodes , after it was released in July 2015 that BBC Worldwide had invested in a tenth series of the programme in its annual review ."
1125,"Paul Thomas Anderson  ( born June 26 , 1970 )  also known as P.T. Anderson , is an American filmmaker ."
1126,"Jazz Jennings  ( born )  is an American YouTube personality , spokesmodel , television personality and LGBTQ rights activist ."
1127,"A fictionalized account of the sinking of the RMS Titanic , it stars Leonardo DiCaprio and Kate Winslet as members of different social classes who fall in love aboard the ship during its ill-fated maiden voyage ."
1128,"He is an enigmatic figure known chiefly through the accounts of classical writers , especially the writings of his students Plato and Xenophon and the plays of his contemporary Aristophanes ."
1129,"The film follows the life of notorious prisoner Michael Gordon Peterson , who was renamed Charles Bronson by his fight promoter ."
1130,"He is a member of the Republican Party , and was sworn in as governor on January 5 , 2015 ."
1131,"Approximately 90 % of the Niagara River , after diversions for hydropower generation , flows over Horseshoe Falls ."
1132,"Michael Craig `` Mike '' Judge  ( born October 17 , 1962 )  is an American actor , animator , writer , producer , director , and musician ."
